CO(GT),NO2(GT),PT08.S2(NMHC),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,CO Class
1.6,104,580,1374,531,22.1,44.3,1.1665,1
1.8,107,533,1350,493,21,47.5,1.1666,1
2.4,102,522,1343,509,19.8,50.3,1.1444,2
1.5,104,596,1381,560,19,52.8,1.1489,1
0.9,96,831,1594,826,17.8,56.5,1.1375,0
0.8,80,1255,2002,1334,18.2,55.8,1.1529,0
0.2,72,1556,2394,1660,20.6,47.7,1.1448,0
0.1,106,1124,1832,1362,22.8,41.9,1.1496,0
0.5,119,1126,1856,1316,27.1,31.7,1.1147,0
1.4,119,1069,1766,1089,30.4,26.4,1.131,1
3.3,128,1240,1940,1129,31.1,26.2,1.1647,2
3.6,112,1214,1912,1120,31.4,25.3,1.1444,2
1.7,95,1083,1772,916,30.8,26.7,1.168,1
1.5,85,1022,1747,812,31.8,25.6,1.1868,1
1.6,101,1105,1782,959,33.5,22.9,1.1649,1
2.1,94,1310,2011,1189,33.1,23.5,1.1673,2
2.1,76,1303,2017,1199,31.7,25.9,1.1883,2
1.6,50,1381,2085,1283,29,30.4,1.2013,1
1.3,51,1304,2016,1291,27.4,33.6,1.2095,1
1.6,42,949,1640,949,25.2,36.4,1.1528,1
3.1,62,997,1726,1018,24,39.6,1.1662,2
3.3,111,1105,1807,1122,23.8,39.6,1.1558,2
3.4,129,900,1631,968,22.9,43.6,1.1974,2
2.8,135,744,1496,806,22.8,43.9,1.202,2
1.5,139,666,1455,714,21.8,47.3,1.2189,1
1.3,134,609,1405,644,21.7,47.3,1.2135,1
1.6,141,591,1402,606,20.8,50.3,1.2207,1
1.5,112,597,1396,606,21.7,46.8,1.2031,1
1,105,842,1656,819,20.3,52.3,1.2367,0
0.5,72,1380,2210,1462,20.5,52.3,1.245,0
0.4,90,1268,2046,1478,21.7,49.6,1.2673,0
0.6,126,1300,2090,1598,24,43.1,1.2677,0
0.7,154,1192,1944,1449,28.5,31.7,1.2144,0
1.3,173,1082,1790,1221,32.2,25.1,1.189,1
4,162,1087,1762,1023,34.9,20.5,1.1279,2
5,128,1042,1711,910,35.4,19.9,1.1222,2
3.6,120,1075,1786,913,34.4,22.5,1.205,2
2.8,111,1120,1854,1035,34.8,22.8,1.2488,2
2.6,89,1131,1825,1085,34.3,22.4,1.1907,2
2.7,69,1316,2030,1278,32.5,25.3,1.2165,2
2.3,70,1339,2075,1383,31.3,27.3,1.2234,2
2,59,1408,2134,1473,30.2,29,1.2224,1
1.3,73,1345,2118,1507,28.5,33.3,1.2775,1
1.7,89,1084,1829,1215,27.3,35.3,1.2606,1
2.8,142,1152,1897,1242,26.1,37.8,1.2575,2
3.8,145,1197,2023,1356,24.7,47.1,1.44,2
4.9,156,1072,1978,1195,23.6,59.8,1.7193,2
4.3,148,923,1793,899,23.3,60.5,1.706,2
2.6,122,778,1645,726,23.3,59.4,1.6753,2
2.4,106,690,1570,743,22.9,57.7,1.5902,2
1.9,106,639,1528,684,23.7,53.5,1.546,1
1.4,127,658,1530,779,21.2,60.9,1.5092,1
1.1,113,696,1548,801,22.1,56.2,1.48,1
0.9,136,851,1700,983,21.9,57,1.4742,0
0.7,153,926,1750,989,24.7,45.9,1.4061,0
0.5,172,860,1649,875,27,40.8,1.4286,0
0.8,190,840,1656,807,29.1,37.4,1.4833,0
1.3,160,866,1651,727,31.1,32.4,1.4351,1
4.7,159,763,1561,549,31.9,30.3,1.4125,2
4.6,123,798,1576,570,32.8,28.9,1.412,2
3.7,101,813,1596,596,33.4,27.8,1.4119,2
2.8,116,818,1565,585,35.3,23.7,1.3331,2
1.8,80,899,1629,637,35.8,22.4,1.2915,1
1.9,51,889,1602,664,35.3,20.8,1.1664,1
2,37,1020,1732,797,33.3,23.9,1.2085,1
2,46,1177,1934,1046,30.3,30.8,1.3044,1
2.1,64,1108,1878,1058,28.3,34.5,1.3084,2
2.1,108,1340,2176,1214,27.1,38.9,1.3758,2
3.2,151,1203,1967,1056,25.4,43.2,1.3805,2
4,153,1310,2114,1280,24.6,45.3,1.3767,2
4.6,116,1120,1838,1045,23.7,46,1.3346,2
3,116,1011,1752,1039,23,48.1,1.3322,2
2.9,130,690,1457,640,24.8,43.4,1.3366,2
1.9,131,671,1482,705,23.1,47.4,1.3208,1
1.4,131,616,1427,662,21.7,50.2,1.2917,1
2.1,135,651,1442,579,21.9,50.7,1.3138,2
1.2,152,934,1743,987,20.1,57,1.3216,1
0.6,198,1141,1927,1197,21.5,51.8,1.3129,0
0.4,183,1185,1968,1328,22.9,48.7,1.3416,0
0.4,175,1136,1924,1370,25.7,41,1.3351,0
0.7,193,898,1671,921,29.9,33.2,1.3793,0
2.3,140,942,1713,876,32.9,28,1.3789,2
4,128,976,1688,819,34,25.6,1.3363,2
2.8,100,970,1684,763,34.7,22.6,1.2297,2
1.6,97,912,1596,675,35.5,20.3,1.1586,1
1.6,67,880,1539,637,35.9,18.8,1.0912,1
2,58,1038,1690,826,36.2,18.6,1.0945,1
2,45,1094,1659,854,35.4,15.3,0.8613,1
1.7,62,1128,1642,894,32.9,15.5,0.7649,1
2,59,1237,1786,1077,29.9,19.8,0.8211,1
2.2,102,1176,1743,1121,28.1,22.4,0.8394,2
3.2,154,1122,1680,1071,26.1,24.7,0.8233,2
3.6,157,1110,1670,1167,25,28.7,0.8944,2
3.8,138,1038,1598,1162,24.3,31,0.9268,2
4.8,142,823,1398,848,24,31.2,0.919,2
2.8,125,769,1390,759,22.4,34.9,0.9362,2
2.6,120,739,1382,694,21.2,37.6,0.9355,2
1.9,150,759,1409,848,19.5,42.3,0.9461,1
1.7,120,622,1321,689,21.2,39.4,0.9802,1
1,173,606,1314,610,19.5,42.4,0.9515,0
0.7,187,790,1466,816,18.6,45.8,0.9723,0
0.5,206,993,1680,1158,19.7,44.1,1.0039,0
0.4,187,1065,1773,1228,21.9,39.4,1.0243,0
0.6,170,1118,1791,1323,24.5,34.3,1.0407,0
0.7,149,1074,1734,1274,30,25.6,1.0674,0
2.4,124,939,1508,846,34.5,18.9,1.0168,2
4.4,119,919,1540,737,36.3,17.5,1.0411,2
3.1,108,909,1523,675,37.7,16,1.0231,2
2,93,806,1446,559,38.3,15.8,1.0465,1
2.1,77,795,1481,604,38.4,17.5,1.1609,2
2.1,76,842,1565,729,37.2,20.5,1.2813,2
2.1,58,816,1567,741,34,26.4,1.3781,2
2.2,63,844,1599,747,32.3,30.4,1.445,2
1.6,75,946,1726,932,30.5,33.9,1.4564,1
2.4,111,909,1686,928,29.2,37.8,1.5098,2
3.3,116,859,1645,860,28.4,39.1,1.4881,2
4,138,959,1747,963,27.7,40.6,1.4828,2
4.1,117,1151,1938,1309,27.2,42.5,1.5069,2
4.2,94,1041,1830,1266,26.5,44.8,1.528,2
2.9,91,950,1750,1181,25.5,47.6,1.5318,2
2.3,60,829,1638,937,25.2,47.8,1.5076,2
2.2,66,844,1685,995,23.2,53.7,1.5046,2
2.1,87,723,1522,789,23.2,52.3,1.4668,2
1.6,106,628,1490,682,24,50.3,1.4811,1
1.2,94,641,1496,717,23.5,51.2,1.4634,1
1.2,112,661,1511,696,23.5,50.8,1.452,1
0.9,120,820,1634,807,24.7,47.6,1.4597,0
0.6,106,894,1688,1025,27.2,41.1,1.4611,0
0.7,112,996,1771,1090,31,32.4,1.4294,0
1.3,120,941,1648,932,35.2,24.8,1.3854,1
2,114,828,1486,639,37.8,18.5,1.1977,1
1.9,70,684,1285,467,39,15.1,1.0424,1
2.2,64,712,1339,476,41.3,12.8,0.9933,2
1.9,55,722,1294,490,41.8,11.9,0.9476,1
1.5,50,852,1488,669,42.2,14.2,1.1609,1
1.4,62,894,1537,800,41.4,15.5,1.2089,1
1,53,893,1609,791,38.9,21.4,1.4605,0
1,85,990,1685,849,34.3,26,1.3865,0
1.4,102,996,1695,934,32.7,27.7,1.3439,1
1.6,97,1075,1784,1081,30.5,30.4,1.3031,1
1.6,91,1046,1751,1102,29,33.6,1.3277,1
2.1,62,950,1636,914,28.2,36.6,1.3781,2
2,57,896,1616,926,27.2,38.9,1.3821,1
1.9,40,765,1508,786,26.7,40,1.3754,1
2.3,60,679,1444,619,26,41.2,1.3598,2
2.4,70,662,1464,633,22.8,50.1,1.3677,2
2.2,53,632,1438,634,24,46.6,1.37,2
1.2,54,656,1447,722,24,46.4,1.3689,1
1.1,58,763,1552,717,23.7,47.1,1.3602,1
0.8,73,1316,2172,1445,23.6,47.3,1.3634,0
0.6,99,1606,2568,1786,25.5,43.1,1.3891,0
0.7,102,1410,2199,1791,28.5,36.8,1.4128,0
0.4,101,1198,1907,1413,32.6,28,1.3566,0
0.6,77,1091,1795,1092,36.3,23.4,1.3902,0
0.9,55,1060,1748,940,37.5,21.5,1.3673,0
0.9,51,1053,1773,883,39.6,19,1.3447,0
0.8,50,1018,1739,850,40.1,19.3,1.4013,0
0.4,75,1087,1820,928,40.4,20,1.4854,0
0.3,89,1037,1720,835,39.9,20.1,1.4495,0
0.1,112,1230,1905,1157,39.1,19.6,1.3542,0
0.5,142,1283,2023,1232,37,21.9,1.3503,0
0.4,145,1287,2067,1288,33.9,26.8,1.3899,0
0.3,165,1151,1912,1143,31.9,30.6,1.4201,0
0.4,159,1020,1760,1014,29.7,33.9,1.3874,0
0.6,159,1038,1786,1088,28.6,36.8,1.416,0
0.8,131,1039,1790,1092,27.8,38.7,1.4187,0
1.2,123,966,1748,1090,27.8,40,1.4691,1
1.6,129,814,1592,979,27.5,41.3,1.4962,1
1.2,126,705,1534,806,27.3,41.6,1.4906,1
0.5,149,624,1480,712,26,44.2,1.4657,0
0.3,200,639,1519,853,24.8,48,1.4857,0
0.1,174,652,1504,816,25.9,45.1,1.4889,0
0.1,131,784,1634,934,25.3,47.6,1.5108,0
0.3,135,1391,2316,1548,24.7,49.5,1.5201,0
0.8,134,1631,2622,1858,27.1,43.1,1.5224,0
2.3,96,1163,1963,1410,28.3,39.8,1.5053,2
3.4,94,1157,1968,1334,32.4,32.3,1.5484,2
2.5,79,1078,1870,1140,35.4,27.8,1.5733,2
2.4,79,1154,1955,1111,35.5,27.4,1.5635,2
2.1,89,1170,1963,1054,37.8,24.4,1.5722,2
4.1,69,1062,1825,924,37.2,25.5,1.5914,2
3.8,91,1157,1912,1041,37.2,25.6,1.6014,2
3.4,135,1229,2040,1282,38,25,1.6312,2
2.9,166,1338,2132,1362,37.1,26.9,1.6635,2
3.1,189,1382,2268,1441,36.9,27.8,1.7099,2
3.5,193,1443,2332,1559,34.7,31.9,1.7325,2
2.4,164,1126,1979,1198,31.9,38.4,1.7897,2
1.6,139,1130,1994,1246,30.5,42.3,1.8173,1
1.3,130,1070,1929,1192,29.3,45.8,1.8362,1
0.9,129,1106,1985,1194,28.2,48.1,1.8144,0
1,132,1087,1954,1252,27.3,51,1.8287,0
0.8,101,818,1681,777,26.8,52.4,1.8141,0
1.1,145,801,1683,798,26,54.9,1.8141,1
4.4,133,697,1586,800,26.8,51.9,1.8058,2
3.3,110,629,1558,728,26.9,51.8,1.805,2
2.1,126,742,1656,953,24.6,59.1,1.8013,2
2.1,102,875,1738,1060,26.4,53.1,1.7987,2
2,104,1155,1992,1338,27.3,46.4,1.6542,1
1.5,112,1202,2039,1622,28.4,40.4,1.5442,1
2.1,89,1209,2015,1812,30.8,37.1,1.6169,2
2.3,67,1241,2024,1784,34.2,30.7,1.6252,2
2.8,63,1183,1920,1509,37,26.5,1.6352,2
3.6,34,1097,1832,1139,36.6,27.8,1.676,2
4,73,1117,1857,1044,36.9,26.9,1.6477,2
3.7,76,1097,1810,1015,39.3,22.2,1.552,2
2.5,102,993,1675,825,38.5,22.4,1.5018,2
2.3,140,1073,1765,1022,39.7,20.4,1.4594,2
2.5,150,1418,2250,1913,38.8,24.2,1.6433,2
2.7,194,1499,2485,2043,33.5,38,1.939,2
1.3,162,1385,2205,1661,34,32.9,1.7251,1
0.8,138,1227,2040,1404,31.9,33.7,1.5663,0
0.9,123,1132,1936,1233,30.2,37.6,1.587,0
0.5,86,1129,1941,1181,28.9,41,1.6096,0
0.8,107,1122,1921,1272,27.8,45.2,1.6604,0
1,106,1080,1874,1190,27.1,47.4,1.6701,0
2.9,99,974,1800,982,26.2,49.4,1.6555,2
3.8,140,767,1607,805,26.9,49.3,1.7196,2
3.5,163,642,1536,654,26.3,50.8,1.7058,2
2.4,144,664,1568,727,24.9,54.6,1.6908,2
1.8,120,782,1685,1001,23.4,58.6,1.6651,1
2.1,120,828,1711,994,24.4,55.2,1.6604,2
2.1,106,1214,2090,1322,25.1,54.3,1.7057,2
1.5,95,1359,2337,1617,26.6,51.2,1.7565,1
1.5,70,1138,2021,1430,28.2,47.1,1.7752,1
1.8,67,1093,1942,1357,31.6,39.4,1.7969,1
2.1,70,996,1805,994,34.2,31.8,1.6837,2
3,50,1124,1940,1054,36.6,27.1,1.6352,2
2.8,60,1056,1842,945,37.6,26.9,1.715,2
2.5,127,983,1803,808,38.1,26.3,1.7213,2
1.4,149,1039,1814,888,37.8,26.9,1.7392,1
1.7,158,1009,1730,787,37.8,22.7,1.4653,1
1.8,190,1219,1949,1077,36.9,24.7,1.5134,1
2.4,127,1239,1986,1106,34.5,28.5,1.531,2
1.9,130,1376,2168,1356,32.5,30.9,1.4875,1
1.4,125,1196,1888,1152,30.9,30.4,1.338,1
0.8,113,985,1697,925,28.7,34.7,1.3457,0
0.7,143,1035,1779,1059,27.7,39.3,1.4372,0
0.8,157,1127,1930,1201,26.8,45.1,1.5645,0
0.7,170,1093,1862,1205,26.1,45.3,1.5115,0
1,187,977,1733,1103,25.9,46.1,1.5174,0
1.7,181,882,1662,1072,25.3,47.6,1.513,1
1.9,158,679,1501,713,26.6,43,1.4773,1
2.3,112,668,1513,737,25.3,47.2,1.5025,2
1.7,100,647,1500,740,25.1,48,1.5115,1
1.3,105,795,1629,770,24.8,50.6,1.5654,1
1.2,107,1225,2077,1327,25.7,49.7,1.615,1
0.8,72,1526,2559,1763,27.4,45.5,1.6396,0
0.9,59,1210,2052,1477,29.3,40,1.6082,0
1.1,55,1168,1952,1311,33.6,28.7,1.4693,1
1.2,70,980,1745,980,34.6,27.7,1.4991,1
1.3,59,1040,1810,961,35.6,27.2,1.5557,1
1.4,95,1051,1771,923,36.9,23.3,1.4313,1
1.2,120,1015,1732,839,38.8,20.7,1.4036,1
0.9,133,1021,1735,827,38.1,22.6,1.4868,0
1.1,133,995,1681,821,37.1,23,1.4229,1
1.5,120,1043,1647,749,34.8,19.3,1.0543,1
1.7,132,1110,1691,871,33.6,20.7,1.059,1
0.9,135,1220,1729,1077,31.4,18.5,0.8376,0
0.7,121,1124,1688,1175,29.5,23.8,0.9623,0
0.4,123,1004,1588,1125,27.4,27.1,0.9736,0
0.3,129,1073,1693,1124,26.1,31.1,1.0338,0
0.4,129,983,1643,1064,25.5,34,1.0935,0
0.4,156,1087,1738,1240,24,37.8,1.1125,0
0.5,131,874,1528,899,24.2,37.3,1.1118,0
0.5,115,745,1461,807,23.4,40.6,1.1571,0
0.7,79,750,1494,817,21.8,46.6,1.1991,0
0.9,86,639,1371,573,22.6,43,1.1629,0
0.8,91,739,1479,768,20.2,50.7,1.1844,0
0.8,99,809,1530,807,20.5,49.3,1.176,0
0.7,83,1017,1743,1204,21.4,48,1.2086,0
0.8,74,1130,1885,1401,23.2,43.9,1.2344,0
0.7,64,1016,1725,1256,25.3,40.7,1.2921,0
0.8,61,976,1669,999,29.9,31.1,1.2883,0
1.2,62,930,1536,712,33.9,21.3,1.1067,1
1.6,65,973,1550,712,36.3,16,0.9465,1
1.6,79,873,1436,614,36.6,15.2,0.9177,1
1.5,90,817,1426,554,37.4,15.8,0.9998,1
1.5,116,822,1391,722,37.9,15,0.9721,1
1.5,89,862,1479,636,38,16.8,1.0933,1
1.5,68,900,1524,664,36.9,17.5,1.0789,1
1.2,53,869,1454,624,35.3,17,0.9561,1
0.8,34,926,1484,659,31.9,20.4,0.9462,0
0.8,38,880,1537,695,29.1,29.6,1.1792,0
1.2,53,940,1658,920,27.4,33.4,1.2022,1
1,62,1035,1726,1150,26.7,35.8,1.2318,0
1.5,82,985,1710,1141,25.2,42.7,1.3473,1
2.8,88,1060,1840,1227,24,51.9,1.5252,2
3.4,70,831,1585,887,24.5,44.4,1.3476,2
3.3,53,864,1639,987,22.6,51,1.3805,2
2.9,57,816,1613,903,22.2,52.7,1.3891,2
2.2,73,725,1550,780,21.2,56.8,1.4094,2
1.6,83,702,1528,767,20.3,59.6,1.3994,1
0.9,52,708,1559,780,21.3,56.7,1.4178,0
1.1,52,723,1573,698,23,54.6,1.5177,1
1,26,817,1669,821,23.7,54.3,1.5731,0
1.3,17,810,1634,772,25.4,49.3,1.5732,1
1.6,28,809,1606,690,29.6,37.7,1.544,1
1.8,29,783,1543,586,33.9,26.2,1.3664,1
2.2,37,757,1459,523,35.8,22.4,1.2933,2
1.8,31,703,1394,488,37.9,18.8,1.222,1
2.3,46,664,1270,427,38.5,14.8,0.9942,2
2,66,718,1307,468,39.3,14.5,1.0149,1
1.8,54,708,1331,489,38.9,15.6,1.0613,1
0.9,50,752,1298,515,37.9,12.7,0.8211,0
0.5,44,788,1310,562,35.8,13.4,0.7749,0
0.6,52,942,1541,776,32.3,19.7,0.9345,0
0.4,37,944,1541,833,30.1,23.5,0.9869,0
0.4,51,981,1631,1023,28.2,28.7,1.0806,0
0.4,78,876,1580,967,26,35.7,1.1842,0
0.8,90,973,1656,1089,25.3,39.2,1.2452,0
0.8,110,939,1635,1103,24.7,38.7,1.1845,0
0.9,86,692,1412,734,25.5,35.7,1.1499,0
0.7,88,652,1405,671,22.5,43.2,1.1589,0
0.6,91,618,1400,696,21.6,46.1,1.1761,0
0.5,93,624,1422,729,19.7,51.4,1.1688,0
0.6,68,613,1387,641,21.6,45.7,1.1665,0
0.7,48,792,1521,825,21.1,47.3,1.1654,0
0.9,22,1125,1815,1179,21.6,44.1,1.1269,0
0.9,59,1496,2311,1651,23.7,37.9,1.0988,0
1.2,102,1272,1901,1474,26,30.1,0.9953,1
1.4,116,1176,1779,1370,30.6,23.2,1.001,1
1.5,109,1060,1638,1141,34.1,19.1,1.0048,1
1.7,98,1057,1633,1076,36.2,18,1.0636,1
1.7,97,1041,1641,1036,37.4,17.3,1.0914,1
1.7,97,994,1580,881,39.5,15.6,1.102,1
1.9,90,1074,1671,960,40.4,14.9,1.1033,1
1.2,92,1018,1624,883,40.1,16.1,1.1699,1
0.7,76,1269,1942,1221,39.3,18.9,1.3251,0
0.3,97,1405,2072,1518,37.3,19.9,1.2437,0
0.2,101,1270,1906,1264,33.6,22.9,1.1747,0
0.4,118,1105,1768,1061,30.7,28.9,1.2501,0
0.8,129,1004,1684,947,28.8,32.8,1.2776,0
1.9,131,1025,1757,1059,27.3,36.8,1.3207,1
1.9,130,962,1674,1030,26.2,39.7,1.3249,1
1.9,106,971,1694,1065,25.4,43,1.37,1
1.9,92,761,1497,893,25.8,41,1.3461,1
1.7,97,718,1510,837,23.3,48.4,1.3677,1
1.4,80,671,1477,807,23.5,47.8,1.3607,1
1.2,40,602,1410,596,23.5,46.7,1.3361,1
1.4,49,743,1540,884,21.8,52.3,1.3539,1
1.4,46,985,1780,1170,21.8,52.5,1.3529,1
1.9,37,1386,2196,1596,22.9,49.1,1.3546,1
2.2,92,1575,2460,1873,24.9,43.3,1.3422,2
1.9,115,1227,1954,1608,26.7,39.4,1.3556,1
1.7,102,1125,1835,1470,30.5,32.9,1.4135,1
1.2,104,1108,1818,1275,34.2,27.2,1.4404,1
0.3,109,1276,1953,1407,38.2,20.9,1.3701,0
0.1,108,1278,1892,1302,39.6,16.9,1.2028,0
0.1,90,1026,1622,931,39.9,15.8,1.141,0
0.7,81,1075,1604,917,40.2,13.9,1.02,0
1.2,87,1157,1674,985,39.6,13.2,0.9332,1
2.3,82,1364,1845,1265,39.5,12.6,0.8894,2
3,99,1430,1946,2475,37.9,13.9,0.9015,2
2.9,119,1327,1864,2021,34.2,17.9,0.9444,2
2.6,128,1398,1975,1834,32.6,20.6,0.9939,2
2.6,111,1145,1717,1426,30.4,23.2,0.9889,2
2.6,114,1078,1668,1272,28.8,25.1,0.9793,2
2.1,100,1128,1737,1490,27.8,29.9,1.1018,2
1.7,88,1128,1771,1440,26.9,32.6,1.1381,1
1.9,78,948,1609,1271,26.3,33.7,1.1377,1
2.5,101,767,1463,985,25.7,33.9,1.1065,2
1.1,77,655,1377,826,24.8,36,1.1109,1
2.1,78,626,1362,754,25.5,34.6,1.1096,2
2.6,65,709,1432,853,24,37.8,1.1077,2
2.6,74,976,1673,1340,23.9,39.3,1.1522,2
1.7,83,1486,2305,1869,24.8,38.4,1.1808,1
1.5,96,1500,2275,2021,26.9,34.4,1.2036,1
1.8,120,1415,2081,1902,29.6,28.7,1.1706,1
1.4,147,1122,1707,1527,34.6,21.1,1.1398,1
1.2,148,1045,1623,1260,38.3,17,1.1216,1
0.7,91,1088,1640,1124,40.4,14.5,1.0736,0
0.6,94,1152,1683,1309,42.6,9.6,0.8012,0
0.7,95,1120,1629,1283,42.5,10.2,0.8478,0
0.5,92,1024,1555,1068,41,11.6,0.8872,0
0.6,113,1007,1546,937,41.3,13,1.0154,0
0.9,111,1339,1925,1416,39.2,14.5,1.0106,0
1.2,166,1347,1903,1611,36.9,17.9,1.096,1
2,143,1546,2199,1919,35.6,20.4,1.1646,1
1.9,131,1364,2005,1745,33.7,22.6,1.1658,1
1.7,102,1346,2017,1837,31.5,27.8,1.2671,1
1.2,94,1214,1880,1759,31.1,29.3,1.3055,1
1.1,96,1161,1827,1593,30.2,30.9,1.3026,1
1,88,983,1627,1357,29.8,30.2,1.2502,0
1,72,864,1532,1231,28.4,32.5,1.2361,0
1,33,803,1507,1066,27.5,34,1.231,0
1.2,33,723,1443,992,26.8,35.3,1.2243,1
1.6,60,769,1485,1063,24.5,40.4,1.2251,1
1.6,72,784,1503,1204,25.6,38.8,1.2545,1
1.6,97,821,1511,1079,27.5,34.6,1.2518,1
1.3,136,1208,1914,1593,25.9,37.4,1.2289,1
1.9,140,1384,2082,1745,28.5,32.5,1.2441,1
1.9,171,1240,1919,1847,29.5,32.7,1.3229,1
1.5,150,1227,1903,1845,29.8,33.1,1.3693,1
1.1,117,1306,1934,1886,33.4,26.8,1.3586,1
0.8,106,1000,1538,1039,40.3,15.8,1.1604,0
0.9,95,972,1525,923,41.8,15,1.1989,0
0.6,137,1004,1609,926,41.1,15.7,1.2071,0
0.6,129,1196,1775,1277,41.9,14.8,1.1944,0
0.7,135,1206,1807,1301,40.9,14.6,1.114,0
0.6,127,1310,1891,1385,39.1,16.9,1.1705,0
1,122,1281,2021,1474,36.4,27.3,1.6308,0
1.2,118,1552,2371,1948,34.9,29.3,1.611,1
1,135,1419,2113,1677,33.6,26.4,1.3515,0
1.3,134,1206,1900,1434,32.2,27.6,1.3044,1
1.4,105,1175,1834,1424,30.5,29.7,1.2742,1
0.8,104,1198,1934,1504,29.4,35.6,1.4383,0
0.6,81,1282,1996,1661,29.1,34.8,1.38,0
0.7,69,1198,1905,1714,27.7,41.9,1.537,0
0.8,51,822,1585,1050,27.9,41.6,1.5425,0
0.9,52,631,1458,550,27.8,43.7,1.6039,0
1,48,605,1432,456,27.4,42.2,1.5177,0
1.5,105,707,1509,554,26.6,42.8,1.4713,1
1.5,150,866,1636,744,26.9,40.3,1.4041,1
1.7,160,1241,1989,1280,27,37.3,1.3081,1
1.9,167,1153,1877,1096,27,35.3,1.2396,1
1.7,141,966,1640,927,27.4,32,1.1545,1
1.2,104,955,1527,840,30.5,24.7,1.0592,1
1.1,101,964,1546,786,32.9,20.1,0.9902,1
0.8,118,959,1544,690,33.9,18.4,0.9587,0
0.5,121,962,1545,742,34.4,19.3,1.0325,0
0.7,124,962,1527,680,34.2,19.6,1.0399,0
1.2,127,990,1577,705,33.2,20.4,1.0195,1
2.3,137,985,1554,677,32.4,19.1,0.915,2
2.5,137,1116,1602,877,32.2,17.1,0.8124,2
2.4,135,1117,1579,844,31,17.1,0.7526,2
1.4,118,1199,1738,1006,28.3,24.9,0.9412,1
1.2,111,1105,1672,987,26.6,30.2,1.033,1
1.6,85,986,1614,868,24.8,36.8,1.1357,1
1.4,158,958,1648,861,23.7,43.4,1.2495,1
1.2,77,1043,1719,1042,23,46.2,1.2815,1
1.5,56,1082,1792,1080,22.7,47.7,1.2977,1
1.4,37,963,1661,811,22.2,49.5,1.3081,1
1.5,49,845,1539,704,21.6,51.9,1.3254,1
1.7,71,643,1405,522,22.3,50.4,1.3379,1
2.2,71,626,1406,484,22.4,49.7,1.3333,2
1.9,86,711,1475,580,21.7,52,1.3313,1
1.6,125,725,1471,668,21.1,53.2,1.3181,1
1.5,160,805,1551,835,22,51,1.3296,1
1.4,174,848,1572,739,25,41.6,1.301,1
1,146,933,1612,763,26.7,36.4,1.2596,0
0.7,127,843,1511,614,29.1,29.7,1.1751,0
0.5,114,831,1473,566,31.2,23.4,1.0487,0
0.5,65,812,1416,508,32.4,20.5,0.9806,0
0.5,77,811,1409,509,33.3,19.2,0.9634,0
0.7,68,766,1323,457,33.1,16.8,0.8391,0
1.2,92,731,1323,438,33.1,18.3,0.9081,1
2.2,104,732,1303,427,32.4,18,0.8599,2
2.9,114,786,1328,453,31.8,18.7,0.8624,2
2.6,105,803,1363,479,30.3,21.4,0.9064,2
2.6,85,778,1387,500,27.2,28.2,1.0013,2
2.2,92,900,1559,647,26.1,33.7,1.1228,2
1.5,82,866,1551,728,24.7,38.8,1.1929,1
0.9,70,899,1588,820,23.4,43.2,1.229,0
1,40,993,1682,946,23.1,44.2,1.2317,0
1.1,26,1035,1713,1018,22.7,45.3,1.2299,1
1.2,21,831,1513,789,21.6,47.5,1.2118,1
1.8,30,716,1423,647,22,45.8,1.1965,1
1.8,21,830,1548,785,20.4,51.3,1.2131,1
1.7,35,636,1387,576,20.6,50.3,1.2041,1
1.7,36,628,1385,555,20.6,50.6,1.2119,1
1.6,48,606,1369,552,21.3,48.8,1.2189,1
1.7,39,656,1427,620,20.4,52.6,1.247,1
1.8,34,659,1402,557,23.5,44,1.2596,1
1.5,33,709,1442,556,25.7,37.9,1.2334,1
1.2,42,741,1486,573,27.9,33.6,1.2433,1
0.8,85,703,1380,514,29,28.3,1.1116,0
0.5,92,697,1371,478,29.5,25.9,1.0489,0
0.5,84,636,1321,424,31.8,22.3,1.0366,0
0.7,100,619,1272,386,32.2,20,0.9488,0
1.1,95,651,1282,403,32.4,19.3,0.922,1
1.4,77,751,1327,462,33,17.7,0.8758,1
1.7,85,765,1359,489,32,19.8,0.9273,1
1.8,83,736,1347,463,29.6,24.1,0.9831,1
1.8,88,885,1467,585,26.9,27.1,0.948,1
1.7,68,967,1565,748,25.3,30.9,0.9815,1
1.3,97,1015,1651,940,24.2,35.9,1.0684,1
1.3,51,1042,1700,1022,23.2,43.2,1.2104,1
1,5,929,1615,929,22.7,43.9,1.1962,0
1,35,879,1550,834,21.6,44,1.1244,0
1.4,56,800,1478,751,20.7,46.4,1.1198,1
1.6,110,581,1323,505,21.2,46.2,1.1482,1
1.4,124,540,1303,486,22.7,42.3,1.1491,1
1.7,115,568,1331,501,19.9,51.3,1.1803,1
1.4,119,672,1423,628,20,51.8,1.1967,1
1.5,107,955,1671,1043,18.5,57.4,1.2076,1
1.4,99,1328,2085,1463,19.6,54.3,1.2278,1
1.5,95,1217,1945,1358,21.3,49.7,1.2452,1
1.6,105,922,1586,971,21.7,46.3,1.1867,1
1.2,117,849,1496,894,23.4,39.4,1.1172,1
0.9,157,875,1525,871,25.7,33,1.0763,0
0.6,173,1052,1690,952,28.5,27.3,1.0479,0
0.7,139,963,1592,843,27,27.9,0.9812,0
0.7,116,873,1550,750,24.2,36.9,1.0966,0
